,50,100,500,1000,10000,20000,100000
AbStruc_alpha_helices,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.         0.         0.01242763 0.         0.         0. 0.         0.         0.00978502 0.         0.         0. 0.         0.         0.         0.         0.         0.00256655 0.         0.        ]","[0.00737717 0.         0.         0.0103075  0.00304106 0.02218815 0.01236286 0.02200785 0.00117131 0.01696776 0.         0.02854866 0.         0.01299    0.00681307 0.         0.04132555 0.02077191 0.01421705 0.        ]","[0.12726788 0.13072176 0.12540912 0.12895761 0.13067569 0.13466702 0.12734703 0.12873346 0.12269968 0.12842744 0.1245462  0.11735561 0.12302259 0.13148825 0.12742156 0.12935433 0.12071223 0.12956031 0.12328595 0.12868757]","[0.15211993 0.1524896  0.15382502 0.15194861 0.14746264 0.15109755 0.15241956 0.15284955 0.15037179 0.15513213 0.15162145 0.14989956 0.15514457 0.14947125 0.15518529 0.1509352  0.15123237 0.15321509 0.15109408 0.15107561]","[0.18512745 0.18412952 0.18425364 0.1839953  0.18416381 0.18391908 0.18422804 0.18385823 0.18485698 0.18265125 0.18337257 0.18434122 0.1850746  0.18449393 0.18444832 0.18475074 0.18330746 0.18443248 0.18384368 0.18440573]"
AbStruc_pi_helices,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.00019121 0.         0.00169958 0.         0.00082921 0. 0.         0.         0.         0.         0.         0.00151918 0.00278571 0.         0.         0.00449663 0.00157894 0. 0.         0.        ]"
AbStruc_total_interactions,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_metsulphur_pi_interactions,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_beta_bends,"[0.03539269 0.         0.01948397 0.03095667 0.         0. 0.         0.0251475  0.00856318 0.         0.         0.03486096 0.         0.         0.         0.         0.01269846 0.08690993 0.03429883 0.0357025 ]","[0.         0.         0.         0.05289651 0.03443022 0.00273392 0.         0.01124872 0.06390203 0.04785677 0.04210638 0.00349571 0.07125242 0.         0.07412658 0.06770707 0.07629702 0. 0.00572404 0.        ]","[0.12018539 0.08279187 0.12763291 0.12575419 0.11182233 0.1161417 0.122584   0.14385813 0.16432304 0.13257016 0.13114097 0.13974114 0.13424584 0.12225393 0.14209849 0.14575178 0.12269341 0.13494624 0.14553103 0.16385805]","[0.18411636 0.17894737 0.19741026 0.17545734 0.16525758 0.16643475 0.16709607 0.1767365  0.19301687 0.1896483  0.17273234 0.19012191 0.19277167 0.18177369 0.18438071 0.18128148 0.16953296 0.17055114 0.17761556 0.1926402 ]","[0.29260424 0.29428489 0.29490708 0.29117344 0.29454282 0.2897651 0.29002642 0.29266487 0.29133966 0.29298856 0.29307078 0.28971725 0.29103019 0.29187825 0.29280259 0.29235538 0.29497941 0.2957508 0.29251432 0.29208778]","[0.31293134 0.31549841 0.31478046 0.31599233 0.31269168 0.31626362 0.314609   0.31329972 0.31430337 0.31434767 0.31368994 0.31313355 0.31455718 0.31620366 0.31395088 0.31434169 0.31560608 0.3129046 0.31512353 0.31675838]","[0.34342656 0.34326017 0.34263759 0.34279642 0.34296418 0.34339027 0.34282266 0.34342623 0.34319865 0.34303351 0.34223513 0.34263201 0.34374772 0.34315091 0.3442461  0.34303288 0.34322009 0.34300486 0.34365812 0.34326666]"
AbStruc_beta_turns,"[0.07591636 0.07468681 0.07112994 0.10429702 0.0075406  0.04805696 0.         0.07078511 0.04830018 0.08553043 0.00070299 0.0350439 0.05626478 0.04626534 0.07248354 0.         0.06729247 0. 0.01596657 0.        ]","[0.02008333 0.00869771 0.01038048 0.07395036 0.12950621 0.04495382 0.06901184 0.06649395 0.10925668 0.09044307 0.0452168  0.07802489 0.08302541 0.10886302 0.0582514  0.00431244 0.07232271 0.05710565 0.0728919  0.02977409]","[0.19376559 0.17400552 0.19029367 0.19067371 0.18134986 0.16871368 0.17301225 0.17493796 0.17881873 0.19438816 0.16039847 0.16725614 0.18681143 0.16925199 0.2013996  0.1725257  0.1809776  0.17087289 0.17174341 0.18475976]","[0.23672589 0.23028921 0.20986434 0.22497781 0.21755978 0.22151434 0.22644822 0.23036421 0.21943194 0.22476027 0.22001815 0.24033086 0.22036897 0.21541076 0.19965454 0.23454781 0.23246127 0.23654802 0.23110487 0.23110632]","[0.34519445 0.3465031  0.34720569 0.34448777 0.34727181 0.34407569 0.34133367 0.3470893  0.34232393 0.34881939 0.34557262 0.3440781 0.34790436 0.3453773  0.34268302 0.34497543 0.34804335 0.34917117 0.346459   0.34505391]","[0.36919974 0.36878952 0.36676728 0.36830915 0.36822982 0.36820942 0.36779151 0.36629784 0.36472602 0.36910037 0.36824416 0.36937465 0.36933457 0.36908379 0.36801521 0.36515714 0.36851482 0.36907988 0.36800182 0.36815695]","[0.39909466 0.39868558 0.399456   0.39911723 0.39891566 0.39936621 0.40013166 0.39891499 0.39951492 0.39882    0.39886395 0.39986392 0.39944496 0.39950882 0.39884764 0.39898737 0.39933672 0.39913663 0.39926099 0.39893371]"
AbStruc_aromatic_interactions,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_atom_atom_sum,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_atom_plane_sum,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_carbonyl_interactions,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_steric_clashes,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_covbonds,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_mean_interaction_distance,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_hbonds,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_hydrophobic_interactions,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_ibonds,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_phi_angle,"[0.08883755 0.04206184 0.15694642 0.13109397 0.20422637 0.09192402 0.05684736 0.10604015 0.08841915 0.09122097 0.11726332 0.11652623 0.18773626 0.17062317 0.08930094 0.13873262 0.16738007 0.12623165 0.21048988 0.09574823]","[0.19572663 0.21898586 0.21208057 0.19526109 0.16400132 0.18628304 0.13069902 0.20332248 0.15142682 0.17803113 0.19793424 0.21345441 0.22933321 0.2043177  0.22988005 0.22298985 0.17334994 0.21969144 0.1497895  0.1950101 ]","[0.32674656 0.33306293 0.28261743 0.31668563 0.33205206 0.29463568 0.27765537 0.2978217  0.32311335 0.31093533 0.31839702 0.32723015 0.31179202 0.31823774 0.32158951 0.29895987 0.29847586 0.31753506 0.32116026 0.33000845]","[0.36072408 0.35446256 0.36305464 0.36226687 0.35709391 0.35374475 0.33397712 0.36227149 0.34944938 0.36062832 0.35952467 0.35281083 0.36029523 0.35532833 0.34250229 0.36349403 0.3558069  0.34432987 0.35709768 0.34847214]","[0.46139604 0.46275569 0.46285281 0.46134579 0.46578847 0.46367477 0.46458929 0.46253761 0.46257487 0.46299084 0.46263612 0.46282619 0.46624213 0.46200142 0.46616754 0.46174267 0.46051743 0.46570237 0.46102358 0.46658989]","[0.48170574 0.48420874 0.48207799 0.48237779 0.48322028 0.48402067 0.48305875 0.48198458 0.48209916 0.48080817 0.48106678 0.4824983 0.48299128 0.48118108 0.48250435 0.48236731 0.48119628 0.48078641 0.48240706 0.4827498 ]","[0.50795028 0.50874158 0.50766916 0.50778207 0.50794124 0.50743151 0.50769019 0.50732312 0.50807167 0.50814749 0.50805775 0.50819887 0.50740117 0.50757388 0.50850835 0.508089   0.50752949 0.50838132 0.50776613 0.50804865]"
AbStruc_plane_plane_interactions,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_pbonds,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_proximal_interactions,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_psi_angle,"[0.         0.04784376 0.02067695 0.11544772 0.0981439  0. 0.10605117 0.01639098 0.0326399  0.10035042 0.         0.02097884 0.08620893 0.         0.         0.         0.10312856 0.0555166 0.03483353 0.05646762]","[0.06998513 0.10113719 0.09795588 0.0869855  0.05941438 0.09489751 0.15033368 0.14344419 0.09541785 0.10457201 0.06411123 0.14041076 0.14478299 0.05473707 0.12243791 0.12153221 0.08160046 0.00846536 0.09843315 0.10193373]","[0.22421213 0.18198084 0.21309089 0.23057049 0.20035597 0.17987244 0.20194835 0.22561458 0.19896497 0.22259099 0.20736543 0.22143438 0.20727468 0.1958709  0.19363424 0.19495784 0.22508733 0.21284953 0.22482801 0.2204942 ]","[0.26129217 0.27827927 0.26326226 0.27579798 0.26435553 0.26547525 0.27565579 0.26339098 0.22846783 0.25833823 0.25326016 0.25909524 0.26742297 0.27156251 0.27358554 0.25679561 0.2469521  0.27415615 0.23736449 0.26328815]","[0.38521243 0.38879369 0.39082308 0.3880745  0.38770022 0.38985215 0.38612715 0.38589917 0.38324451 0.38654292 0.38930436 0.38388726 0.387243   0.3870161  0.38783393 0.38881621 0.38640554 0.38536397 0.38449704 0.38870358]","[0.41115095 0.41162182 0.41003094 0.40905833 0.40788254 0.41041086 0.41104989 0.4081255  0.40816411 0.40896198 0.41006051 0.40865213 0.40974551 0.40897762 0.41083438 0.40960649 0.40856654 0.41059185 0.40942899 0.41005158]","[0.44061964 0.44126755 0.44019624 0.44080292 0.4412528  0.44168538 0.44039816 0.44085299 0.44082449 0.44048112 0.4407603  0.44140822 0.44060306 0.44044661 0.44065947 0.44142297 0.44116364 0.4415403 0.44071726 0.44129321]"
AbStruc_vdw_interactions,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_vdw_clashes,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_weak_hbonds,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_weak_pbonds,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
AbStruc_folding_energy,"[0.12895685 0.19820076 0.21637408 0.06520556 0.12657304 0.18647929 0.21795727 0.1567366  0.0841932  0.10851624 0.13912698 0. 0.09499747 0.18119683 0.19322635 0.19883838 0.17176577 0.14950789 0.17993098 0.08464819]","[0.21504502 0.23161181 0.22560273 0.15276374 0.22557679 0.22930759 0.22497353 0.24965582 0.22307045 0.21549053 0.19299006 0.24240528 0.17484895 0.21376369 0.21992581 0.2186281  0.19670397 0.17820438 0.18112397 0.2408671 ]","[0.30581913 0.35582167 0.3564033  0.35277318 0.35420134 0.35740337 0.34213319 0.35636165 0.35160978 0.33552192 0.37414503 0.34876151 0.3588539  0.36127902 0.35649507 0.35687553 0.34600999 0.33401882 0.35077038 0.341425  ]","[0.40296142 0.40074749 0.39595133 0.40469879 0.40309108 0.39796993 0.39555544 0.41279837 0.40607388 0.38616229 0.40466888 0.41494119 0.40934644 0.38987245 0.40529198 0.40273688 0.39910356 0.39502381 0.40169646 0.40684022]","[0.51460796 0.51633028 0.5177041  0.5169351  0.5169155  0.51579285 0.51721675 0.51760867 0.51739647 0.51680208 0.51603519 0.51617771 0.51848906 0.52002795 0.51588236 0.51562095 0.5149203  0.51339158 0.51956769 0.51783914]","[0.53539967 0.53666141 0.53444114 0.53758637 0.53549958 0.53584438 0.53538803 0.5369662  0.53584417 0.53877806 0.53635002 0.53616728 0.53571339 0.5377719  0.53623326 0.53506137 0.53586114 0.53601003 0.53684543 0.53743274]","[0.56227645 0.56223013 0.56215705 0.56217257 0.56273344 0.5619439 0.56198403 0.5625701  0.5623825  0.56216777 0.56199349 0.56237089 0.56258599 0.56235747 0.56239992 0.56232121 0.56268734 0.56228397 0.56220304 0.56185832]"
